URL : https://github.com/mathieusaade/universal-wiki-converter

Tag : 4.0.0

Analysis date : 13/09/2016 15:00

Eclipse version : Luna 4.4.1

Summary (# items / category)
*  231    Potential Porgramming Problems
*   20    Name Shadowing and Conflicts
* 1335    Code Style
*   82    Deprecation
*  711    Type Safety and Raw Types
*  909    Unnecessary Code

Category : Potential Programming Problems
    Description	Resource	Path	Location	Type
    The method compare(Object, Object) of type JotspotExporter.LongestItems should be tagged with @Override since it actually overrides a superinterface method	JotspotExporter.java	/uwc/src/main/java/com/atlassian/uwc/exporters	line 473	Java Problem
    The method export(Map) of type JiveExporter should be tagged with @Override since it actually overrides a superinterface method	JiveExporter.java	/uwc/src/main/java/com/atlassian/uwc/exporters	line 53	Java Problem
    The method export(Map) of type JotspotExporter should be tagged with @Override since it actually overrides a superinterface method	JotspotExporter.java	/uwc/src/main/java/com/atlassian/uwc/exporters	line 161	Java Problem
    The method export(Map) of type MediaWikiExporter should be tagged with @Override since it actually overrides a superinterface method	MediaWikiExporter.java	/uwc/src/main/java/com/atlassian/uwc/exporters	line 151	Java Problem
    The method export(Map) of type MindtouchExporter should be tagged with @Override since it actually overrides a superinterface method	MindtouchExporter.java	/uwc/src/main/java/com/atlassian/uwc/exporters	line 70	Java Problem
    The method export(Map) of type MoinmoinExporter should be tagged with @Override since it actually overrides a superinterface method	MoinmoinExporter.java	/uwc/src/main/java/com/atlassian/uwc/exporters	line 55	Java Problem
    The method export(Map) of type PmwikiExporter should be tagged with @Override since it actually overrides a superinterface method	PmwikiExporter.java	/uwc/src/main/java/com/atlassian/uwc/exporters	line 31	Java Problem
    The method export(Map) of type SharepointExporter should be tagged with @Override since it actually overrides a superinterface method	SharepointExporter.java	/uwc/src/main/java/com/atlassian/uwc/exporters	line 105	Java Problem
    The method export(Map) of type SMFExporter should be tagged with @Override since it actually overrides a superinterface method	SMFExporter.java	/uwc/src/main/java/com/atlassian/uwc/exporters	line 33	Java Problem
    The method export(Map) of type SwikiExporter should be tagged with @Override since it actually overrides a superinterface method	SwikiExporter.java	/uwc/src/main/java/com/atlassian/uwc/exporters	line 55	Java Problem
    The method setUp() of type MediaWikiExporterTest should be tagged with @Override since it actually overrides a superclass method	MediaWikiExporterTest.java	/uwc/src/main/java/com/atlassian/uwc/exporters	line 29	Java Problem
    The method setUp() of type MindtouchExporterTest should be tagged with @Override since it actually overrides a superclass method	MindtouchExporterTest.java	/uwc/src/main/java/com/atlassian/uwc/exporters	line 122	Java Problem
    The method setUp() of type MoinmoinExporterTest should be tagged with @Override since it actually overrides a superclass method	MoinmoinExporterTest.java	/uwc/src/main/java/com/atlassian/uwc/exporters	line 20	Java Problem
    The method setUp() of type PmwikiExporterTest should be tagged with @Override since it actually overrides a superclass method	PmwikiExporterTest.java	/uwc/src/main/java/com/atlassian/uwc/exporters	line 20	Java Problem
    The method setUp() of type SharepointExporterTest should be tagged with @Override since it actually overrides a superclass method	SharepointExporterTest.java	/uwc/src/main/java/com/atlassian/uwc/exporters	line 34	Java Problem
    The method setUp() of type SMFExporterTest should be tagged with @Override since it actually overrides a superclass method	SMFExporterTest.java	/uwc/src/main/java/com/atlassian/uwc/exporters	line 37	Java Problem
    The method tearDown() of type SMFExporterTest should be tagged with @Override since it actually overrides a superclass method	SMFExporterTest.java	/uwc/src/main/java/com/atlassian/uwc/exporters	line 48	Java Problem
    The method toString() of type JiveExporter.Container should be tagged with @Override since it actually overrides a superclass method	JiveExporter.java	/uwc/src/main/java/com/atlassian/uwc/exporters	line 849	Java Problem
    The method toString() of type JiveExporter.Hierarchy should be tagged with @Override since it actually overrides a superclass method	JiveExporter.java	/uwc/src/main/java/com/atlassian/uwc/exporters	line 925	Java Problem
    The method toString() of type SharepointExporter.SharepointPage should be tagged with @Override since it actually overrides a superclass method	SharepointExporter.java	/uwc/src/main/java/com/atlassian/uwc/exporters	line 756	Java Problem
    The method toString() of type SMFExporter.Type should be tagged with @Override since it actually overrides a superclass method	SMFExporter.java	/uwc/src/main/java/com/atlassian/uwc/exporters	line 681	Java Problem
    The parameter filename should not be assigned	JotspotExporter.java	/uwc/src/main/java/com/atlassian/uwc/exporters	line 138	Java Problem
    The parameter input should not be assigned	MindtouchExporter.java	/uwc/src/main/java/com/atlassian/uwc/exporters	line 553	Java Problem
    The parameter input should not be assigned	MindtouchExporter.java	/uwc/src/main/java/com/atlassian/uwc/exporters	line 554	Java Problem
    The parameter input should not be assigned	MindtouchExporter.java	/uwc/src/main/java/com/atlassian/uwc/exporters	line 555	Java Problem
    The parameter input should not be assigned	SharepointExporter.java	/uwc/src/main/java/com/atlassian/uwc/exporters	line 639	Java Problem
    The parameter input should not be assigned	SharepointExporter.java	/uwc/src/main/java/com/atlassian/uwc/exporters	line 640	Java Problem
    The parameter outdir should not be assigned	JiveExporter.java	/uwc/src/main/java/com/atlassian/uwc/exporters	line 623	Java Problem
    The parameter outdir should not be assigned	JiveExporter.java	/uwc/src/main/java/com/atlassian/uwc/exporters	line 624	Java Problem
    The parameter output should not be assigned	MindtouchExporter.java	/uwc/src/main/java/com/atlassian/uwc/exporters	line 565	Java Problem
    The parameter output should not be assigned	MindtouchExporter.java	/uwc/src/main/java/com/atlassian/uwc/exporters	line 566	Java Problem
    The parameter parameters should not be assigned	MindtouchExporter.java	/uwc/src/main/java/com/atlassian/uwc/exporters	line 498	Java Problem
    The parameter parameters should not be assigned	MindtouchExporter.java	/uwc/src/main/java/com/atlassian/uwc/exporters	line 529	Java Problem
    The parameter parents should not be assigned	SharepointExporterTest.java	/uwc/src/main/java/com/atlassian/uwc/exporters	line 1025	Java Problem
    The parameter title should not be assigned	MoinmoinExporter.java	/uwc/src/main/java/com/atlassian/uwc/exporters	line 304	Java Problem
    The static field SharepointExporterTest.propsPath should be accessed in a static way	SharepointExporterTest.java	/uwc/src/main/java/com/atlassian/uwc/exporters	line 739	Java Problem
    The static field SMFExporter.Data.ATTACH_DELIM should be accessed in a static way	SMFExporter.java	/uwc/src/main/java/com/atlassian/uwc/exporters	line 151	Java Problem
    Resource 'fw' should be managed by try-with-resource	AttachmentConverter.java	/uwc/src/main/java/com/atlassian/uwc/converters/xwiki	line 181	Java Problem
    Resource 'out' should be managed by try-with-resource	AttachmentConverter.java	/uwc/src/main/java/com/atlassian/uwc/converters/xwiki	line 182	Java Problem
    The method convert(Page) of type AttachmentConverter should be tagged with @Override since it actually overrides a superinterface method	AttachmentConverter.java	/uwc/src/main/java/com/atlassian/uwc/converters/xwiki	line 24	Java Problem
    The method convert(Page) of type BackSlashConverter should be tagged with @Override since it actually overrides a superinterface method	BackSlashConverter.java	/uwc/src/main/java/com/atlassian/uwc/converters/xwiki	line 12	Java Problem
    The method convert(Page) of type BoxConverter should be tagged with @Override since it actually overrides a superinterface method	BoxConverter.java	/uwc/src/main/java/com/atlassian/uwc/converters/xwiki	line 19	Java Problem
    The method convert(Page) of type ImageConverter should be tagged with @Override since it actually overrides a superinterface method	ImageConverter.java	/uwc/src/main/java/com/atlassian/uwc/converters/xwiki	line 18	Java Problem
    The method convert(Page) of type LinkConverter should be tagged with @Override since it actually overrides a superinterface method	LinkConverter.java	/uwc/src/main/java/com/atlassian/uwc/converters/xwiki	line 19	Java Problem
    The method convert(Page) of type ListConverter should be tagged with @Override since it actually overrides a superinterface method	ListConverter.java	/uwc/src/main/java/com/atlassian/uwc/converters/xwiki	line 21	Java Problem
    The method convert(Page) of type QuoteConverter should be tagged with @Override since it actually overrides a superinterface method	QuoteConverter.java	/uwc/src/main/java/com/atlassian/uwc/converters/xwiki	line 18	Java Problem
    The method convert(Page) of type TableConverter should be tagged with @Override since it actually overrides a superinterface method	TableConverter.java	/uwc/src/main/java/com/atlassian/uwc/converters/xwiki	line 18	Java Problem
    The method convert(Page) of type VelocityCleaner should be tagged with @Override since it actually overrides a superinterface method	VelocityCleaner.java	/uwc/src/main/java/com/atlassian/uwc/converters/xwiki	line 26	Java Problem
    The method convert(Page) of type XmlCleaner should be tagged with @Override since it actually overrides a superinterface method	XmlCleaner.java	/uwc/src/main/java/com/atlassian/uwc/converters/xwiki	line 24	Java Problem
    The method setUp() of type AttachmentConverterTest should be tagged with @Override since it actually overrides a superclass method	AttachmentConverterTest.java	/uwc/src/main/java/com/atlassian/uwc/converters/xwiki	line 19	Java Problem
    The method setUp() of type BackSlashConverterTest should be tagged with @Override since it actually overrides a superclass method	BackSlashConverterTest.java	/uwc/src/main/java/com/atlassian/uwc/converters/xwiki	line 12	Java Problem
    The method setUp() of type BoxConverterTest should be tagged with @Override since it actually overrides a superclass method	BoxConverterTest.java	/uwc/src/main/java/com/atlassian/uwc/converters/xwiki	line 12	Java Problem
    The method setUp() of type ImageConverterTest should be tagged with @Override since it actually overrides a superclass method	ImageConverterTest.java	/uwc/src/main/java/com/atlassian/uwc/converters/xwiki	line 14	Java Problem
    The method setUp() of type LinkConverterTest should be tagged with @Override since it actually overrides a superclass method	LinkConverterTest.java	/uwc/src/main/java/com/atlassian/uwc/converters/xwiki	line 14	Java Problem
    The method setUp() of type ListConverterTest should be tagged with @Override since it actually overrides a superclass method	ListConverterTest.java	/uwc/src/main/java/com/atlassian/uwc/converters/xwiki	line 13	Java Problem
    The method setUp() of type QuoteConverterTest should be tagged with @Override since it actually overrides a superclass method	QuoteConverterTest.java	/uwc/src/main/java/com/atlassian/uwc/converters/xwiki	line 12	Java Problem
    The method setUp() of type TableConverterTest should be tagged with @Override since it actually overrides a superclass method	TableConverterTest.java	/uwc/src/main/java/com/atlassian/uwc/converters/xwiki	line 12	Java Problem
    The method setUp() of type VelocityCleanerTest should be tagged with @Override since it actually overrides a superclass method	VelocityCleanerTest.java	/uwc/src/main/java/com/atlassian/uwc/converters/xwiki	line 12	Java Problem
    The method setUp() of type XmlCleanerTest should be tagged with @Override since it actually overrides a superclass method	XmlCleanerTest.java	/uwc/src/main/java/com/atlassian/uwc/converters/xwiki	line 12	Java Problem
    The method tearDown() of type AttachmentConverterTest should be tagged with @Override since it actually overrides a superclass method	AttachmentConverterTest.java	/uwc/src/main/java/com/atlassian/uwc/converters/xwiki	line 24	Java Problem
    The parameter attdir should not be assigned	AttachmentConverter.java	/uwc/src/main/java/com/atlassian/uwc/converters/xwiki	line 147	Java Problem
    The parameter contents should not be assigned	LinkConverter.java	/uwc/src/main/java/com/atlassian/uwc/converters/xwiki	line 120	Java Problem
    The parameter contents should not be assigned	LinkConverter.java	/uwc/src/main/java/com/atlassian/uwc/converters/xwiki	line 123	Java Problem
    The parameter contents should not be assigned	LinkConverter.java	/uwc/src/main/java/com/atlassian/uwc/converters/xwiki	line 141	Java Problem
